id,distance,latitude,longitude,rating,review_count,price
cGn9vjlTSNly_EDw-fga5Q,16455.90497846997,36.7023413966221,-82.0057618872059,4.5,51,$$
i2MGdA2cq5kwQj6kM2Dosg,18353.56267535813,36.7092239438651,-81.9784995896992,3.5,55,$$
1-F9CryeSAHFGfTFUBDnyA,19018.622894890093,36.7124821915113,-81.969111532752,4.0,71,$$$
Ps8l3d_KDVfxvqT8qB_gDA,16057.49537250901,36.69613,-82.01479,4.0,12,$$
xUkPVg3SF4b5CyjeSxZraQ,18643.588330984814,36.90798,-82.05098,4.5,6,$$
a3uWYL5TVC61jpkE6hRWXA,16627.356002289078,36.700615,-82.004714,4.0,27,$
Ujh47sRvd7_vumWK39FRSw,17194.89176649033,36.906781,-82.079866,4.5,3,$$
I6tQMjI3F-0xIR8aDk_GQQ,16956.871134282377,36.6966488839232,-82.0031762123108,4.0,23,$$
a5UrxbkmFmOQZngrplSEMg,16851.714815976688,36.8774300241517,-82.3035383597016,3.5,4,$
LZ4KK_wwelUtC-haDDg1Jg,17940.021858846445,36.905941,-82.05159,4.0,2,$
4unb79SHTOiQRC2JOQi9fg,18536.109161085235,36.9066142,-82.0494363,3.5,3,$$
Wtm4bbEySkB8OeQA6BlLqg,18920.69901075449,36.71179,-81.97035,4.5,43,$$
Bb9fKbbfLRCWHL03cf4_QA,18620.07930936208,36.9084486365318,-82.0413393527269,4.0,7,$$
a_SsAw-AiT0ABQjfUB3now,18485.39026797911,36.70469,-81.97469,4.5,9,$
EpFb5VxKxjzJG-4eMj0aYQ,4107.019094397127,36.8068467607215,-81.6731923920307,4.0,14,$$
ESEmPfoSpuQ6eIxqr6Lf8w,8592.305444251342,36.8123150678067,-81.5892623317102,3.5,25,$
eS9ISno_znviTYGiypJ07w,3546.897472808162,36.7996452180895,-81.6847021846049,5.0,2,$
yv1_zmH8W6NJKcu7PoR8Mg,8862.916589274902,36.7943573,-81.7652893,3.5,2,$$$$
itzMhFfoqyLbSzeBbXIn4g,3219.880043076997,36.7976038885667,-81.6809235588516,3.5,4,$
y8b2pQen1j_ZvlSYd2rX9w,2808.2717811948864,36.794017791748,-81.6797561645508,3.5,5,$
o9bxSTVKkBJLjSA0ap3WBw,21510.67347673933,36.950532,-81.083127,4.5,154,$$
OdpyZ8K2v0mB4IX05pHDiw,18070.829227725077,36.909628,-81.273906,4.5,31,$
kTZvqVN5AeX92tEtPy6-eA,16636.9474091193,36.8935299134358,-81.2754703435879,4.5,10,$
1A_bwPtkttwfryO9ZHOMDw,28542.753990349884,36.946245575018,-80.9367574006319,4.5,42,$$
-HZNakJE6FspLUfqUbh7xA,20045.615175747844,36.9403305,-81.0954666,4.0,33,$
aiURYPB7MCPOoYakjLGXVA,24964.325823492592,36.6609593,-80.925179,4.0,29,$$
tAQ4mJaiwP_LMyf5pO0Q5w,21861.18714847981,36.9528999,-81.0797398,4.0,183,$$
5tEgRCV2nql6aJO6R4db3Q,22149.98825296502,36.8868653929241,-81.3715366035431,5.0,11,$
0JZ3EnSTXZ-oOKjKsy_BiA,25027.98406793576,36.666472,-80.920669,4.5,58,$$
espLXWSo6syv4bgQoL3t0Q,24962.64110174353,36.6620562,-80.9246534,4.0,78,$$
lM08X0_woWYndwiiTf6iVw,32821.70568926825,36.953471121413,-80.8809979456162,4.5,17,$$
HNd2HFF12r21M2d-_cM9Ng,21248.005052513232,36.9485569,-81.0849332,4.5,17,$
F6KpI2oicZOGg47ZUZLHvw,18928.527131803792,36.8866918981075,-81.3703378289938,2.0,11,$
W8_-v20nMCFSQbCGxklIBg,21430.760404841334,36.9501324,-81.0840459,3.5,21,$
VZl4Pq3KWar2WbYbbrl1Ag,15019.864287911752,36.9003446,-81.124052,3.5,3,$
SKzu8Igw7Ha9RQnc4dNW5Q,26281.54287793549,36.6793462,-80.8973744,4.0,10,$
O6tOMFDwdcxO50541TJw3Q,18092.173284299242,36.7157104611397,-80.9782733023167,3.5,5,$
-k_Z4kiL1yW2MSTCOJFzmA,33972.56215013462,36.8878782016424,-81.5241586113312,4.0,4,$
23boQILgP3d6_-IDA6QncA,35555.60847162902,36.9653358,-80.8534088,3.5,15,$
15GXoOiGxTpyZywOY6N_bA,22142.674684840673,36.94717,-81.05617,4.0,93,$$
FF8sFc7dmfjJyP6z6h7fdQ,21469.59756043237,36.9501762,-81.0828094,4.0,44,$
cEEazGuqR4enkrP3RBYczg,46249.5000141625,37.0466748935322,-80.7815969735384,4.5,52,$$
_R4glV6wAxrukvb1nqD1VQ,31776.020978842953,36.8332824707031,-81.5180282592773,3.5,24,$$
U12RcMzlRGy6bub8QiwHug,6631.708018414428,36.7548919005628,-80.7420177509274,4.0,73,$
jH6v2jLUhPbkxSc3xorFyg,5972.630257993023,36.7665999,-80.73684,4.5,19,$
ICnxhHDWykePjbPv4SphkQ,3628.005642318895,36.77232,-80.71768,4.0,5,$
xPrhZOQ79PDgrEuU1AgrdA,9037.557658411803,36.7474543765893,-80.7674673698975,4.0,44,$$
c3cl7L6JTJon4KZNxSrW1A,6630.439809014255,36.75483,-80.74203,4.0,12,$
YuM-V6PnBK1E3GoP-qJNLQ,5971.445250719075,36.7660471820806,-80.7368570566177,4.0,17,$
MiEiceV8O5FdjanqXB1xuA,6630.439809014255,36.75483,-80.74203,4.5,20,$
9hGmoG2-GvZOSn2zRJ6fCA,5831.396792909169,36.7621920469264,-80.7347353617729,4.0,4,$
YqNhQ05clcEQ1yptLhfb-Q,5826.020641610106,36.76402,-80.73486,2.5,12,$
nMbPdtRFPX2lzVrC09u6Eg,5814.616026699864,36.76234,-80.73473,4.0,9,$$
QLH5sMIKo6ap_roCp2Hszg,9301.901670245643,36.747035,-80.770404,3.0,15,$
J3hjnXSkUgs_MoRLJZ560g,5803.020291168507,36.7634735107422,-80.7344131469727,3.0,3,$
f-Of7JX4gK_augfUjqz2rQ,20657.852983803878,36.9114099,-80.3204,4.5,55,$$
7goqMKTmmD4hy3ktZB9IOg,19162.637143669912,36.735608,-80.3807616,4.0,15,$$
kGNbcUFQImtGs0xN0ha9_Q,20524.20980765311,36.92518,-80.29509,4.5,31,$$
ntLni_MSD6ZKjf7ukEHRaA,21574.88444892485,36.7349943645615,-80.4081894156601,4.0,18,$
xkMOssfzvfItf1nocWM-yg,20556.423590732815,36.9103975,-80.3202795,4.5,33,$
vlqC3mYvmmqJNbIlf6phvw,21773.94745979213,36.9217284,-80.3246851,4.0,60,$$
nHfN9oouWwK5hFUxwLxY6A,20487.01352365022,36.9099373,-80.3197514,4.0,57,$$
Yjj8X5UICqA9CO_IsygoOw,9545.736349107048,36.7829158902168,-80.2711337059736,4.5,2,$
eH64k7ng79QlzE0LKOfBcw,21132.16182575132,36.7508740456457,-80.4060141440988,3.5,26,$
qt09r1zEJUx11grfwL_6rQ,24907.34016361258,36.6657715,-80.3845901,4.5,4,$$
MkgsWHxBqU5brfLRkWZsUA,28057.149932202923,36.86552,-80.46173,5.0,8,$
5l1QITa9gs1OQDU72TK5nA,20649.71321474009,36.7739130984238,-80.4017861187458,4.0,9,$$
r3UOsMufNWoc1REXIjSnAw,20471.272405266645,36.9149895,-80.3117294,4.5,11,$
WycDCeVXGAU1tGcaVYgwnw,20081.23006132435,36.79444,-80.3934,3.5,83,$$
1opGjPK9JVU9jIKYqjTfSw,26844.416970748436,36.95454,-80.36455,5.0,7,$$
dnHMYTc0TzsEjhMOjor52w,29505.60637803867,36.68817,-79.855057,3.5,24,$$
gf0WctAXtw7WtOXakjKP3w,20462.573561727655,36.9097803,-80.3195581,3.5,9,$
vDjmlklyrhMeiLOk0Jd25A,40085.333439007285,37.0433912426233,-79.8763789236546,4.0,15,$
KmuE2VcHvgFd1UMv6HO2_w,20480.251714318703,36.9097267091274,-80.3195328265429,3.5,19,$
5Vtlj3qbhZ9I1hLqRK-Xyg,20692.916462578705,36.6312714,-80.0154266,4.0,7,$
mFLyAKEl0CL_R4NjD6qTKA,15150.97758181357,36.76616,-79.99987,4.5,13,$$
W3bQ0Ew-5x43j07Ul0OIrw,37182.02791633443,37.0077418209562,-79.8755501397132,5.0,37,$$
oji_Wv4hjf12mS0Wk3HZjg,37330.055452189554,37.018798828125,-79.8884735107422,4.0,24,$$
